loan_id,current_balance,interest_rate,payment_status,days_past_due,last_payment_date,document_status,servicer_name,last_updated_at
L-103146,339071.44,6.25,current,0,2026-03-01,pending,Freedom Mortgage,2026-08-24
L-103147,44077.80,13.15,delinquent_60,62,2026-06-09,complete,ServPro,2026-08-09
L-103148,299269.14,10.40,current,0,2026-01-28,missing,ServPro,2026-08-14
L-103149,197733.05,,forbearance,,2026-08-09,,Rocket Servicing,2026-08-06
L-DUP-1014,114160.60,11.16,current,0,2026-08-18,missing,Rocket Servicing,2026-08-24
L-103151,450954.33,4.76,current,0,2026-06-17,verified,Freedom Mortgage,2026-08-08
L-103152,107679.51,8.92,current,0,2026-07-02,complete,Rocket Servicing,2026-08-11
L-103153,287348.89,5.25,delinquent_90+,75,2026-02-09,missing,Apex Loan Servicing,2026-08-23
L-103154,471077.87,2.58,delinquent_60,31,2026-02-19,verified,ServPro,2026-08-20
L-103155,322921.98,2.83,delinquent_30,62,2026-02-19,pending,First National,2026-08-04
L-103156,78500.27,11.19,delinquent_60,45,2026-04-08,pending,Apex Loan Servicing,2026-08-15
L-103157,399886.84,9.40,delinquent_30,75,2026-06-17,pending,Apex Loan Servicing,2026-08-04
L-103158,463216.59,10.08,delinquent_60,62,2026-02-03,verified,Freedom Mortgage,2026-08-26
L-103159,215725.08,5.89,delinquent_30,31,2026-08-11,verified,Rocket Servicing,2026-08-23
L-DUP-1015,477586.54,14.06,delinquent_30,62,2026-08-27,pending,Apex Loan Servicing,2026-08-14
L-103161,444696.17,5.35,current,,2026-03-10,,Apex Loan Servicing,2026-08-26
L-103162,350618.19,5.33,delinquent_90+,120,2026-08-16,pending,Rocket Servicing,2026-08-10
L-103163,224658.92,8.44,,,2026-07-12,,ServPro,2026-08-04
L-103164,197897.79,11.03,delinquent_60,45,2026-01-27,pending,Apex Loan Servicing,2026-08-19
L-103165,228677.65,5.74,forbearance,0,2026-01-21,missing,Freedom Mortgage,2026-08-10
L-103166,461479.16,10.02,current,0,2026-05-01,complete,ServPro,2026-08-23
L-103167,113325.90,7.48,delinquent_60,45,2026-07-13,pending,Freedom Mortgage,2026-08-12
L-103168,289807.79,,,0,2026-01-20,complete,Rocket Servicing,2026-08-27
L-103169,32857.52,3.70,delinquent_60,45,2026-08-08,complete,First National,2026-08-25
L-DUP-1016,394306.32,7.25,current,0,2026-05-16,missing,ServPro,2026-08-19
L-103171,11055.41,2.64,current,0,2026-05-05,pending,Freedom Mortgage,2026-08-11
L-103172,472899.89,5.77,delinquent_60,45,2026-03-19,pending,Rocket Servicing,2026-08-20
L-103173,202333.29,10.82,delinquent_90+,31,2026-06-08,complete,Freedom Mortgage,2026-08-06
L-103174,438568.48,11.40,delinquent_90+,120,2026-04-13,missing,First National,2026-08-02
L-103175,73043.53,9.25,forbearance,0,2026-01-23,complete,ServPro,2026-08-10
L-103176,198125.14,12.88,delinquent_60,62,2026-03-15,verified,Freedom Mortgage,2026-08-27
L-103177,159320.87,5.62,current,0,2026-05-06,pending,First National,2026-08-13
L-103178,289378.23,11.19,current,0,2026-07-15,missing,Rocket Servicing,2026-08-19
L-103179,195116.62,2.73,,,2026-06-28,pending,Apex Loan Servicing,2026-08-06
L-DUP-1017,332222.58,4.59,delinquent_90+,95,2026-04-11,verified,Freedom Mortgage,2026-08-08
L-103181,397347.82,3.68,delinquent_30,45,2026-01-16,pending,Rocket Servicing,2026-08-11
L-103182,53198.66,,,0,2026-03-05,,,2026-08-10
L-103183,448367.21,2.76,forbearance,0,2026-06-07,verified,Freedom Mortgage,2026-08-02
L-103184,64618.91,,delinquent_30,,2026-06-04,complete,,2026-08-16
L-103185,178677.82,6.78,forbearance,0,2026-08-02,missing,First National,2026-08-09
L-103186,42380.71,9.95,,,2026-06-27,,,2026-08-12
L-103187,67508.05,5.29,current,0,2026-08-25,complete,Apex Loan Servicing,2026-08-03
L-103188,395590.38,11.29,delinquent_60,31,2026-06-23,pending,Rocket Servicing,2026-08-20
L-103189,447510.28,14.19,forbearance,0,2026-08-04,missing,ServPro,2026-08-25
L-DUP-1018,240684.38,3.96,delinquent_90+,75,2026-04-06,pending,Rocket Servicing,2026-08-14
L-103191,40355.90,,,0,,missing,ServPro,2026-08-08
L-103192,9397.61,11.85,delinquent_90+,75,2026-02-11,complete,Rocket Servicing,2026-08-05
L-103193,223775.09,10.41,forbearance,0,2026-06-22,verified,Apex Loan Servicing,2026-08-15
L-103194,42357.44,5.09,delinquent_90+,31,2026-01-24,complete,First National,2026-08-02
L-103195,289950.47,,delinquent_90+,95,2026-02-18,,,2026-08-20
L-103196,268559.73,,current,0,,verified,,2026-08-17
L-103197,259436.97,6.73,forbearance,0,2026-06-14,complete,Rocket Servicing,2026-08-21
L-103198,21280.55,6.51,delinquent_90+,95,2026-03-13,verified,Freedom Mortgage,2026-08-17
L-103199,79139.14,8.36,current,0,2026-02-22,missing,ServPro,2026-08-05
L-DUP-1019,222598.16,6.72,delinquent_60,31,2026-08-17,pending,First National,2026-08-18
L-103201,126269.04,14.22,forbearance,,,,Apex Loan Servicing,2026-08-07
L-103202,428556.91,5.62,delinquent_90+,62,2026-01-14,verified,Apex Loan Servicing,2026-08-17
L-103203,218484.18,3.32,forbearance,0,2026-06-25,verified,First National,2026-08-03
L-103204,173303.62,3.05,forbearance,0,2026-06-27,verified,Freedom Mortgage,2026-08-10
L-103205,316515.03,,delinquent_30,95,2026-03-01,,First National,2026-08-05
L-103206,401574.87,6.65,delinquent_60,45,2026-04-25,verified,ServPro,2026-08-16
L-103207,13753.55,4.90,delinquent_90+,75,2026-08-04,pending,ServPro,2026-08-04
L-103208,265065.31,10.58,current,0,2026-02-05,missing,First National,2026-08-05
L-103209,458769.84,5.98,delinquent_60,31,2026-01-11,missing,Apex Loan Servicing,2026-08-02
L-103210,358578.51,2.94,forbearance,0,2026-04-19,verified,ServPro,2026-08-21
L-103211,252203.49,8.24,delinquent_60,75,2026-02-13,pending,First National,2026-08-07
L-103212,371671.08,5.48,delinquent_30,120,2026-01-01,complete,Apex Loan Servicing,2026-08-03
L-103213,112362.07,2.71,,,2026-05-04,,ServPro,2026-08-19
L-103214,310813.55,6.27,delinquent_60,75,2026-07-05,verified,Freedom Mortgage,2026-08-12
L-103215,6984.35,7.03,delinquent_30,62,2026-03-15,missing,ServPro,2026-08-02
L-103216,141310.73,6.97,,0,2026-08-15,complete,,2026-08-06
L-103217,318165.20,8.72,current,0,2026-05-04,pending,Apex Loan Servicing,2026-08-01
L-103218,201088.43,7.68,forbearance,0,2026-02-28,pending,Freedom Mortgage,2026-08-19
L-103219,20981.60,9.18,,,2026-04-14,,,2026-08-03
L-103220,229976.79,9.84,forbearance,0,2026-05-10,missing,Freedom Mortgage,2026-08-01
L-103221,263504.42,7.21,,0,2026-02-08,,,2026-08-15
L-103222,,13.82,current,,2026-01-23,pending,,2026-08-13
L-103223,304866.76,12.25,delinquent_60,31,2026-04-22,verified,First National,2026-08-13
L-103224,384807.50,13.67,current,0,2026-02-27,complete,Apex Loan Servicing,2026-08-26
L-103225,349983.52,7.41,,0,,,Apex Loan Servicing,2026-08-22
L-103226,142496.36,14.13,delinquent_30,62,2026-02-09,complete,Freedom Mortgage,2026-08-25
L-103227,336268.60,13.83,forbearance,0,2026-02-10,complete,Rocket Servicing,2026-08-03
L-103228,322545.32,,delinquent_60,62,,verified,,2026-08-02
L-103229,201683.49,9.37,delinquent_60,31,2026-07-15,complete,Rocket Servicing,2026-08-22
L-103230,222916.37,5.05,current,0,2026-04-04,missing,Rocket Servicing,2026-08-25
L-103231,134088.98,8.19,delinquent_30,75,2026-06-22,verified,Apex Loan Servicing,2026-08-09
L-103232,221122.12,5.71,delinquent_30,45,2026-08-09,missing,Apex Loan Servicing,2026-08-21
L-103233,442525.90,8.80,current,0,2026-04-08,complete,Freedom Mortgage,2026-08-13
L-103234,479467.47,5.97,delinquent_30,120,2026-07-10,complete,First National,2026-08-27
L-103235,111470.00,7.62,delinquent_90+,62,2026-04-03,complete,Rocket Servicing,2026-08-16
L-103236,193374.28,3.55,current,0,2026-02-01,verified,Rocket Servicing,2026-08-10
L-103237,49945.02,6.37,delinquent_90+,31,2026-07-10,complete,First National,2026-08-09
L-103238,456527.03,7.30,forbearance,0,2026-05-18,verified,Apex Loan Servicing,2026-08-27
L-103239,134021.34,5.53,current,0,2026-08-01,pending,ServPro,2026-08-26
L-103240,456099.99,13.56,delinquent_90+,75,2026-01-25,complete,ServPro,2026-08-16
L-103241,110413.68,8.27,forbearance,0,2026-05-20,pending,Freedom Mortgage,2026-08-27
L-103242,22561.83,8.83,current,0,2026-02-15,complete,Apex Loan Servicing,2026-08-23
L-103243,400270.01,14.41,delinquent_60,95,2026-01-06,complete,Rocket Servicing,2026-08-10
L-103244,113038.57,5.30,forbearance,,,,Rocket Servicing,2026-08-22
L-103245,198399.62,10.92,delinquent_60,62,2026-03-08,complete,ServPro,2026-08-25
L-103246,393808.17,11.22,delinquent_60,45,2026-01-25,complete,Rocket Servicing,2026-08-20
L-103247,283191.63,4.66,delinquent_90+,62,2026-04-24,verified,First National,2026-08-24
L-103248,312607.38,7.98,current,0,2026-08-07,missing,ServPro,2026-08-23
L-103249,134696.99,8.44,delinquent_30,45,2026-06-28,verified,Rocket Servicing,2026-08-22
L-103250,48932.17,10.92,,,,,Freedom Mortgage,2026-08-09
L-103251,380739.67,13.23,delinquent_90+,95,2026-07-15,complete,ServPro,2026-08-01
L-103252,270627.15,3.72,delinquent_30,62,2026-08-20,pending,First National,2026-08-23
L-103253,390446.82,,forbearance,,2026-04-12,missing,ServPro,2026-08-10
L-103254,394314.89,8.92,forbearance,0,2026-08-01,complete,Rocket Servicing,2026-08-22
L-103255,311796.89,6.83,current,0,2026-04-20,pending,Rocket Servicing,2026-08-22
L-103256,282015.83,,,0,,,Freedom Mortgage,2026-08-12
L-103257,292059.95,12.73,current,0,2026-06-01,pending,ServPro,2026-08-02
L-103258,202257.12,11.91,current,0,2026-01-03,missing,ServPro,2026-08-03
L-103259,223344.73,9.24,delinquent_60,120,2026-02-05,complete,Freedom Mortgage,2026-08-01
L-103260,29336.14,8.64,delinquent_30,95,2026-05-22,verified,Apex Loan Servicing,2026-08-20
L-103261,456303.10,13.46,forbearance,0,2026-07-16,pending,Freedom Mortgage,2026-08-22
L-103262,39948.78,5.66,delinquent_60,95,2026-02-16,verified,Freedom Mortgage,2026-08-21
L-103263,411637.19,13.76,delinquent_60,120,2026-07-03,pending,Freedom Mortgage,2026-08-03
L-103264,256895.49,4.13,delinquent_30,31,2026-07-07,complete,Apex Loan Servicing,2026-08-24
L-103265,395425.01,3.96,delinquent_90+,31,2026-04-27,complete,Freedom Mortgage,2026-08-07
L-103266,368174.10,10.78,delinquent_90+,95,2026-04-14,pending,Rocket Servicing,2026-08-21
L-103267,36405.86,12.67,delinquent_90+,62,2026-01-27,pending,Freedom Mortgage,2026-08-08
L-103268,321551.95,11.06,delinquent_30,120,2026-03-11,pending,Apex Loan Servicing,2026-08-05
L-103269,306655.68,7.33,delinquent_90+,31,2026-03-13,pending,ServPro,2026-08-19
L-103270,435823.79,,,,2026-07-25,,Rocket Servicing,2026-08-09
L-103271,252112.17,11.62,delinquent_30,120,2026-07-25,verified,Apex Loan Servicing,2026-08-04
L-103272,424802.02,3.39,delinquent_30,45,2026-01-14,missing,First National,2026-08-20
L-103273,16647.86,9.24,delinquent_90+,31,2026-06-11,missing,Apex Loan Servicing,2026-08-22
L-103274,334769.66,11.75,delinquent_90+,120,2026-03-25,verified,Apex Loan Servicing,2026-08-16
L-103275,29761.98,13.57,forbearance,0,2026-02-23,pending,First National,2026-08-23
L-103276,458401.61,13.94,delinquent_90+,45,2026-02-14,pending,ServPro,2026-08-13
L-103277,107772.96,4.78,forbearance,0,2026-05-03,complete,Freedom Mortgage,2026-08-20
L-103278,317499.62,9.57,delinquent_90+,75,2026-04-24,verified,Apex Loan Servicing,2026-08-07
L-103279,175526.42,8.37,forbearance,0,2026-06-25,missing,First National,2026-08-19
L-103280,392658.77,5.56,delinquent_90+,62,2026-02-03,complete,ServPro,2026-08-22
L-103281,207205.85,,,0,,missing,ServPro,2026-08-21
L-103282,209767.12,3.74,delinquent_60,95,2026-05-24,pending,Freedom Mortgage,2026-08-07
L-103283,303432.34,3.02,delinquent_90+,45,2026-01-24,pending,Apex Loan Servicing,2026-08-06
L-103284,270344.25,8.64,delinquent_30,45,2026-02-02,verified,Apex Loan Servicing,2026-08-17
L-103285,207710.61,6.74,delinquent_60,95,,missing,,2026-08-05
L-103286,406353.06,,,0,2026-05-05,,Apex Loan Servicing,2026-08-16
L-103287,209193.93,,,0,,,Freedom Mortgage,2026-08-21
L-103288,36455.64,10.00,delinquent_60,62,2026-06-03,complete,First National,2026-08-12
L-103289,20371.52,3.88,delinquent_60,120,2026-05-23,pending,Freedom Mortgage,2026-08-14
L-103290,103795.84,3.07,delinquent_30,75,2026-01-15,pending,Freedom Mortgage,2026-08-08
L-103291,77931.85,10.35,delinquent_30,31,2026-04-22,missing,Freedom Mortgage,2026-08-27
L-103292,98808.41,7.98,delinquent_30,95,2026-02-14,pending,Apex Loan Servicing,2026-08-01
L-103293,58132.18,7.49,delinquent_90+,45,2026-02-14,verified,Apex Loan Servicing,2026-08-13
L-103294,228841.59,10.61,current,0,2026-04-07,complete,Rocket Servicing,2026-08-12
L-103295,190707.76,,forbearance,0,,verified,,2026-08-01
L-103296,198427.98,5.98,delinquent_60,95,2026-01-04,missing,First National,2026-08-16
L-103297,145466.12,,,0,2026-02-12,complete,,2026-08-11
L-103298,315743.55,14.07,delinquent_90+,95,2026-07-04,pending,First National,2026-08-11
L-103299,341465.43,6.97,delinquent_30,120,2026-03-05,complete,Rocket Servicing,2026-08-17
L-103300,96725.61,7.97,delinquent_90+,120,2026-05-08,missing,Rocket Servicing,2026-08-24
L-103301,27193.36,11.06,delinquent_90+,75,2026-03-11,pending,Apex Loan Servicing,2026-08-12
L-103302,216527.66,6.46,delinquent_30,62,2026-06-17,verified,Freedom Mortgage,2026-08-15
L-103303,260693.88,7.32,delinquent_30,31,2026-08-09,complete,Freedom Mortgage,2026-08-01
L-103304,286679.23,,current,0,2026-07-03,,,2026-08-26
L-103305,405612.46,12.42,delinquent_30,45,2026-04-12,missing,Rocket Servicing,2026-08-22
L-103306,288222.20,4.67,delinquent_60,120,2026-06-19,verified,ServPro,2026-08-11
L-103307,289802.57,14.29,current,0,2026-02-22,pending,ServPro,2026-08-19
L-103308,111162.35,11.00,delinquent_60,75,2026-07-05,verified,Rocket Servicing,2026-08-11
L-103309,329343.64,3.55,delinquent_90+,31,2026-06-17,verified,First National,2026-08-26
L-103310,422142.40,10.41,delinquent_30,45,2026-02-25,pending,Freedom Mortgage,2026-08-13
L-103311,287678.53,7.01,current,0,2026-04-09,verified,ServPro,2026-08-22
L-103312,66704.74,8.59,forbearance,0,2026-04-01,verified,Rocket Servicing,2026-08-13
L-103313,356724.95,11.47,forbearance,0,2026-08-19,pending,ServPro,2026-08-04
L-103314,446284.65,10.85,current,0,2026-04-07,verified,Apex Loan Servicing,2026-08-17
L-103315,424194.54,4.25,delinquent_60,120,2026-07-17,complete,Apex Loan Servicing,2026-08-25
L-103316,373572.61,14.13,delinquent_90+,75,2026-04-02,complete,First National,2026-08-16
L-103317,329895.74,10.21,,,2026-05-28,,,2026-08-26
L-103318,57401.68,14.06,delinquent_90+,75,2026-03-24,verified,Freedom Mortgage,2026-08-13
L-103319,444969.66,5.92,delinquent_30,62,2026-08-27,missing,Apex Loan Servicing,2026-08-04
L-103320,19721.47,12.10,delinquent_60,45,2026-06-19,pending,Apex Loan Servicing,2026-08-17
L-103321,302670.46,11.03,forbearance,0,2026-01-15,verified,Rocket Servicing,2026-08-17
L-103322,218958.75,11.58,delinquent_90+,62,2026-07-22,complete,ServPro,2026-08-16
L-103323,478098.81,5.12,delinquent_60,120,2026-01-16,pending,First National,2026-08-15
L-103324,51484.30,10.74,delinquent_90+,75,2026-07-04,pending,Rocket Servicing,2026-08-22
L-103325,98751.35,8.40,forbearance,0,2026-04-13,pending,Freedom Mortgage,2026-08-07
L-103326,157734.75,2.66,delinquent_30,75,2026-06-05,missing,First National,2026-08-24
L-103327,80345.46,5.35,,0,,missing,First National,2026-08-10
L-103328,79040.71,9.63,current,0,2026-04-05,pending,Freedom Mortgage,2026-08-09
L-103329,40547.37,7.59,forbearance,0,2026-06-02,pending,Rocket Servicing,2026-08-11
L-103330,335058.83,14.34,current,0,2026-03-02,complete,ServPro,2026-08-04
L-103331,39980.38,7.52,delinquent_60,62,2026-06-19,missing,ServPro,2026-08-26
L-103332,368836.38,3.79,forbearance,0,2026-04-22,complete,Freedom Mortgage,2026-08-16
L-103333,364016.78,2.67,delinquent_90+,62,2026-01-15,verified,First National,2026-08-05
L-103334,305352.20,6.88,,0,2026-05-10,,ServPro,2026-08-18
L-103335,122957.88,2.55,delinquent_60,62,2026-06-11,missing,Apex Loan Servicing,2026-08-11
L-103336,260993.45,5.05,delinquent_60,75,2026-01-16,verified,ServPro,2026-08-25
L-103337,153016.38,12.02,delinquent_30,120,2026-03-16,verified,Freedom Mortgage,2026-08-19
L-103338,34315.30,10.64,delinquent_90+,31,2026-01-17,pending,Freedom Mortgage,2026-08-13
L-103339,347414.54,14.30,delinquent_30,75,2026-01-06,pending,Freedom Mortgage,2026-08-02
L-103340,182899.25,6.55,current,0,2026-07-04,verified,Apex Loan Servicing,2026-08-02
L-103341,450811.75,8.05,current,0,2026-06-22,complete,Freedom Mortgage,2026-08-02
L-103342,429672.22,5.01,delinquent_60,95,2026-01-15,verified,Apex Loan Servicing,2026-08-16
L-103343,186636.46,11.24,forbearance,0,2026-04-22,pending,Freedom Mortgage,2026-08-19
L-103344,411204.96,3.37,forbearance,0,2026-03-19,verified,Apex Loan Servicing,2026-08-05
L-103345,431414.87,5.19,delinquent_90+,31,2026-03-06,verified,First National,2026-08-02
L-103346,216123.93,5.86,,0,2026-08-25,,First National,2026-08-11
L-103347,448427.86,,current,,,,ServPro,2026-08-07
L-103348,84520.24,,forbearance,0,,,,2026-08-18
L-103349,11241.95,7.49,delinquent_90+,62,2026-06-05,missing,ServPro,2026-08-14
L-103350,393774.94,12.36,delinquent_90+,62,2026-08-05,missing,Rocket Servicing,2026-08-06
L-103351,108321.48,9.10,delinquent_60,75,2026-08-18,missing,First National,2026-08-15
L-103352,46045.04,9.77,delinquent_90+,62,2026-08-15,verified,First National,2026-08-14
L-103353,249125.82,9.78,delinquent_30,95,2026-05-05,verified,Apex Loan Servicing,2026-08-02
L-103354,69757.16,12.06,delinquent_30,75,2026-02-23,verified,Rocket Servicing,2026-08-04
L-103355,5622.16,4.85,delinquent_90+,31,2026-07-02,missing,ServPro,2026-08-24
L-103356,262805.65,2.63,delinquent_30,31,2026-07-13,missing,ServPro,2026-08-19
L-103357,307089.27,4.23,forbearance,0,2026-04-04,pending,Rocket Servicing,2026-08-05
L-103358,176457.77,14.30,delinquent_60,31,2026-07-26,complete,First National,2026-08-19
L-103359,469124.46,9.18,delinquent_60,95,2026-01-17,verified,First National,2026-08-23
L-103360,226986.16,8.67,delinquent_90+,75,2026-02-12,pending,First National,2026-08-16
L-103361,280016.05,8.16,delinquent_60,31,2026-05-08,pending,ServPro,2026-08-18
L-103362,288623.73,7.94,delinquent_30,120,2026-05-14,complete,First National,2026-08-11
L-103363,48505.61,13.62,forbearance,0,2026-01-02,verified,First National,2026-08-27
L-103364,142303.44,6.85,delinquent_30,31,2026-06-02,pending,Rocket Servicing,2026-08-22
L-103365,330886.84,13.66,delinquent_30,120,2026-03-02,complete,First National,2026-08-22
L-103366,223838.39,10.81,delinquent_60,,,,Freedom Mortgage,2026-08-20
L-103367,287626.44,11.48,delinquent_90+,120,2026-05-09,pending,Rocket Servicing,2026-08-05
L-103368,327145.63,9.89,delinquent_60,120,2026-03-02,missing,First National,2026-08-13
L-103369,452049.94,11.94,,0,,missing,,2026-08-03
L-103370,477798.61,5.36,forbearance,0,2026-04-28,verified,ServPro,2026-08-26
L-103371,357240.34,11.76,forbearance,0,2026-08-13,complete,ServPro,2026-08-25
L-103372,402804.27,6.34,delinquent_90+,31,2026-08-10,complete,Rocket Servicing,2026-08-17
L-103373,295830.37,,,0,,,Apex Loan Servicing,2026-08-02
L-103374,26438.06,6.77,,0,,,Rocket Servicing,2026-08-09
L-103375,273345.28,9.43,delinquent_90+,45,2026-03-09,missing,Freedom Mortgage,2026-08-11
L-103376,60366.00,,current,0,2026-06-26,,,2026-08-23
L-103377,462025.93,5.50,delinquent_90+,95,2026-06-20,pending,Freedom Mortgage,2026-08-03
L-103378,220630.90,,,0,,,Freedom Mortgage,2026-08-21
L-103379,203830.77,,,0,2026-03-12,,,2026-08-20
L-103380,240286.54,13.69,current,0,2026-06-28,missing,Rocket Servicing,2026-08-18
L-103381,395752.08,8.70,delinquent_90+,95,2026-02-23,pending,First National,2026-08-25
L-103382,228478.17,10.70,forbearance,0,2026-05-15,missing,ServPro,2026-08-01
L-103383,441454.18,,,0,,verified,,2026-08-26
L-103384,43286.93,7.66,delinquent_90+,45,2026-08-11,complete,Rocket Servicing,2026-08-12
